need screaming goats...,-1
movie released dec 18 trailer ?,0
definitely influenced timeory,1
wait till thor get back reality black homosexuall two fathers..,0
bruh thats year away fudge,0
"okey thor, but get hulk back like real deal. maybe dosed gamma acualy becomes monster.",1
thor 5.,0
think thor going die,0
wanna know thor holding deadpool,0
he talking stan lee.,0
iron man captain america also need come back,0
awesome see thor steve avenger next big movie,1
happy see thor god thunder back,1
even god pray strength,1
old thor rune king thor??,0
yall milk thing death. series ending good ending. let die,-1
haircut bring dooooommm,0
thor cry,0
rdj going ironman dr doom better worse brandon routh going superman atom?,-1
im world warrior live hundred year fighting war throughout galaxy thousand years... ooops! kid. oh well,-1
fake top comment,-1
wish odin force doomsday,-1
peak marvel return,1
isnt thor god father died praying to?,-1
blip last 5 year marvel trash make want see this?,1
"make wonder tva never detected doom know rope slip past? again, maybe supposed happen. assume doom variant across multiverse. feel like rdjs variant there prime version there.",1
noobmaster69 hit thor hard movie pray odin help,1
cant tell whats real whats fan made,1
fart return theatre seat avenger doomsday,-1
feel sad see teaser give hint wil die doomsday,-1
im waiting....,0
wanna see sentry,0
waiting doom,-1
...this real?,0
,0
"hulk next, next month",0
thor gonna die.. feel doom coming..,-1
love fact itll drop birthday,1
bro milking avenger frfr,0
yeah bet least 7 character surviving movie,1
"hedging bet writing right everyone gonna gas thor trailer, movie get closer alarm bell start ringing but no one hear walk theater watched last jedi again.",-1
year? real point teasing this.,-1
every trailer say returning?,0
safe thor. pray allfather youd return safely mission. always done past. please. come back safe. favorite avenger tony sacrificed,1
maybe well find door cry deadpool wolverine,-1
need rune king thor!!!!!!!!,0
rune king ??,0
movie cant come soon enough,0
"actually sound like thor, im impressed.",1
coolest avenger glad he back,1
eleven return avenger doomsday,-1
im ngl thought bro,0
hollywood finally listening,0
real question thor get eye back,0
goddamnit,0
russo bros gave u infinity war endgame. dont think deliver good movie youre uninformed silly. cooking.,-1
thor asking power imagine power dr doom,0
w movie waitin,0
boys. movie make break mcu good. let hope former.,1
,0
yes came back short hair wooow,1
need cashcow back ....,0
,0
"cant even explain euphoric make see ogs trailers. thought lost marvel. man, im in. let goo!!",1
"finally, comedy thor gone, real thor return, love see.",1
wow thor small sneak peek better entire love thunder movie!!,1
need deadpool thats,0
anyone notice vein thor face ????? meee,0
"thor back infinity war haircut, thing going get serious",-1
rune king thor time,0
"captain america, thor, iron man doom. im excited this.",-1
thank marvel gods...im tired jokey comic relief thor.,1
much wanna bet movie finna prob 2 3 hr,0
biggest mcu comeback movie decade. secret war rest like endgame eu afterwards,-1
seeing thor not goofy refreshing!,0
"yoooo... finally... hope dont ruin it.... excited thor first introduced... start first movie last, goofy, silly, annoying. perhaps theyve learned lesson man steel showed u superman adult be. perhaps, thor show thor adult be.",1
mehhhh,0
avenger hard reset.,-1
isnt ragnarok doomsday?,-1
im not holding breath marvel. itll take convince guy wont mess,1
marvel summoning og avenger try save whats left mess theyve become...,1
rune king thor coming,0
im starting thinking victor von doom alternate tony stark trailer steve. seems theme something fatherhood willingness return battle might cost life,-1
hope dont put new dumb hero,1
fantastic trailer im glad thor back cant wait see avenger doomsday,1
crom laugh four winds. laugh mountain.,1
thor reason why! go see thor,0
time ticking end ....means loki,0
give eye back set avenger kid taking over.,0
ugh. stop already.,-1
"doomsday, vast space sell overpriced popcorn. admit disney, killed cinema.",-1
what? weve got wait whole year? . hello people watch movie december 2026.,0
doom trailer next?,-1
12 month go. lol.,1
finally,0
youve got thor,0
waiting goat laugh end,1
suddenly postponed december,-1
thor gonna die,-1
marvel entertainment chris hemsworth?,1
bruh ngl bro may cooked. he strong but like irony dying,1
much better captain america teaser.,1
thor back!,0
bet last one teaser say loki return avenger doomsday. happy new year,1
marvel made really bad movie since infinity war like ...,-1
isnt 25 year adolescent superhero movie enough?,0
great. another slapstick bumbling buffoon.,1
short teaser hit much harder youre father little girl,-1
serious thor like,1
dr doom teaser caption read tony stark return avenger doomsday?,-1
ai stuff getting control... look real oo,-1
great but still dont like marvel handled franchise endgame. strange see thor going iron man. weird imo. still hope avenger doomsday brings mcu back,-1
know gonna good thor serious,1
disney ruined marvel. like every time speak. theyre trying crack joke. annoying.,1
doomsday come 2 part im guessing,-1
im still kinda shocked steve rogers captain america coming back,-1
yaaaaawn,0
yall kid huh,0
steve rogers cap reason im gonna watch this. dont like new cap all. always favorite avenger . cant wait,1
hold deathpool arm,0
pls peak,1
long not cornball suck humour watch it.,0
"movie tv show leading please anyone? watched loki , wandavision falcon whats next ??",1
oh he definitely gonna die,-1
"oh, no hand?",1
"doctor doom thor praying over, unless silver surfer show up.",-1
name movie please,1
tone endgame?,0
"gonna flop, already tell trailer.",-1
umarm loki dner,0
"wishing adopted daughter nonsense forgotten, did. but no. jesus.",-1
who tobey,0
love tom but think tobey surpasses every aspect need tobey,1
dec 18th .. gotta wait whole year bro,0
wanna see tobey bad,-1
who cuz thought wed see tobey spider man holding back u,0
theatre not telegram?,0
no. no,-1
asked chris back would come back thor serious not allow disney make mockery character. agreed.,-1
dumbest teaser ever. people real life theyd see doomsday instantly say dude....its tony!! buried you. stop playing. not like seeing doomsday someone new not tony stark old friend lol,-1
"get child? but receive jesus, believed name, gave right become child god john 112",1
"finally, serious thor",-1
"aim head.. problem solved but did, might short movie lol.",1
"december 18th 2026, let go!",0
doomsday clock lol,-1
another comedy?,1
thor cry,-1
hope hulk get angry doomsday.,-1
let goo,0
put deadpool next 2 movie,0
get feeling thor going die?,-1
theyre god war lul,-1
movie save america no pressure tho.,-1
got use song doomsday architect,-1
literally saw moving thor scene since infinity war,-1
guud,0
"maybe havent paying much attention, but marvel movie really good anymore? almost every movie leading end game like worldwide event almost everyone knew would talk excited for, but havent heard anything moviesshows that. tried watching new stuff, but nothing feel anymore. everything feel cheap, rushed, uninteresting, barely understand whats going now. im not really watching tv shows, id rather watch movies, but seems like 80 story spread throughout multiple tv series time around.",1
like warrior garden thor.,1
dang who villain?,-1
disneymarval shouldve made every actoractresses play character serious!,1
decemberrrr shouldve released trailer later year,0
thats get now? going shehulk bad again.,-1
11 month timer insane,-1
movie lbgqt friendly?,1
"didnt leave love thunder literally leading child war, swinging stormbreaker though shes always known it? going explained?",-1
story thunder,0
no one cares.,1
get kid???,0
stopped following introduced multiverse no sense. would change mind? nope.,-1
"oh god sake. know marvel want but endgame feeling aint coming back, no matter hard rub.",-1
keeping mjolnir?,0
marvel back,1
defeat one enemy.,-1
"give serious logan vibes. thor send honestly hope is, long enough, hope treat dignity get rid stupid zoomer punchlines cringy attempt humor.",1
like preparing funeral service,0
still screwed thor eye. sad sad sad. studio pride detail not marvel.,-1
pull might greatest character revival mcu history,1
imagine god thunder asking power fight doom. going crazy,-1
bruhh colour grading,0
crowd go silent,0
might movie watch first time theatre. but depends upon main trailer,0
"hope give kang appropriate sendoff, he much interesting villain doom.",-1
want see prime thor,1
not understand single word said.,0
doomsday father day??? everyone got kid now...,-1
000 im shocked,-1
guy crutching hard,-1
"man, maybe chris hemsworth finally feeling hopeless u fan franchise",-1
im little disappointed text didnt say thor groots arm return avenger doomsday,-1
"let go thor! favorite hero! dam, going good! least hope marvel, dont mess",1
even god pray god,1
bruh one year,0
thor become kratos kid,0
birthday,0
"life, answered every call hell way start prayer.",-1
movie change history marvel.,1
come birthday!!!,0
thor going die,-1
yeahh victor cooked,0
bro praying loki,1
still making crap?,-1
bro yall couldve saved trailer honesty,1
come guy make fast cant wait long but teaser trailer fast make movie also fast,-1
"yaaaay, thor isnt bafoon comic relief character anymore!",-1
im assuming planning dropping trailer main character month film release,0
0 interest,1
yes thor back,1
know deadpool show thor cry right lol,-1
wheres thanos,0
love course correction,1
eleven return doomsdayyyyyyy,0
"theory 1. loki may able hear thor, but doubt actually come him. first all, loki cannot leave place bound holding entire multiverse together. thor see him, would likely illusion. however, believe likely scenario thor meet loki within dimension timeline themselves. think agent tva come thor loki personal request, likely right thor prayer. approach say god story need help. thor discover god actually brother loki.",1
nothing trailer isnt good,1
doomsday hope thor alive,1
happened endgame? need tldr xd,1
"hope see doom bear, novak.",1
love,1
eleven.,0
kind trailer this..,0
one year,0
oh god care,1
ai looking pretty real nowadays,1
december what?,0
why thor cry tho?,-1
get ready guy biggest heartbreak,-1
hope make love thunder! infinity war thor best,1
